,state,response,coverage,education,employmentstatus,gender,location_code,marital_status,policy_type,policy,renew_offer_type,sales_channel,vehicle_class,vehicle_size,Effective To Date,mm,dd
4100,California,0,Basic,Doctor,Employed,1,Rural,Married,Personal Auto,1,1,Agent,Four-Door Car,Small,2011-01-03,1,3
4101,California,0,Basic,College,Employed,0,Urban,Divorced,Personal Auto,3,2,Branch,Four-Door Car,Medsize,2011-01-15,1,15
4102,Arizona,1,Extended,Bachelor,Employed,1,Suburban,Divorced,Personal Auto,2,1,Agent,Luxury,Medsize,2011-02-10,2,10
4103,Arizona,1,Basic,Bachelor,Employed,0,Suburban,Single,Corporate Auto,2,1,Agent,Four-Door Car,Medsize,2011-02-18,2,18
4104,Oregon,1,Basic,Bachelor,other,0,Suburban,Divorced,Personal Auto,3,1,Agent,Four-Door Car,Large,2011-01-15,1,15
4105,Arizona,0,Extended,Bachelor,other,0,Suburban,Single,Personal Auto,1,1,Branch,Sports Car,Medsize,2011-01-04,1,4
4106,Nevada,0,Basic,High School or Below,Employed,1,Suburban,Married,Personal Auto,3,1,Branch,SUV,Medsize,2011-01-08,1,8
4107,Nevada,0,Basic,Master,other,0,Rural,Married,Personal Auto,3,1,Agent,Four-Door Car,Medsize,2011-02-17,2,17
4108,California,1,Extended,Doctor,Employed,0,Suburban,Divorced,Personal Auto,3,2,Agent,Sports Car,Medsize,2011-01-18,1,18
4109,Oregon,1,Extended,College,Employed,0,Suburban,Single,Personal Auto,3,2,Agent,Luxury,Small,2011-01-14,1,14
4110,Washington,1,Basic,Bachelor,Unemployed,1,Suburban,Married,Personal Auto,2,1,Call Center,Four-Door Car,Medsize,2011-02-08,2,8
4111,Arizona,0,Basic,High School or Below,other,1,Suburban,Married,Personal Auto,2,1,Branch,Two-Door Car,Medsize,2011-01-12,1,12
4112,Oregon,0,Premium,Master,Employed,1,Rural,Married,Personal Auto,2,2,Branch,Two-Door Car,Small,2011-01-19,1,19
4113,Arizona,0,Basic,College,Employed,1,Urban,Married,Personal Auto,1,1,Agent,Four-Door Car,Medsize,2011-02-27,2,27
4114,Oregon,1,Basic,Bachelor,other,1,Suburban,Married,Personal Auto,3,2,Call Center,Four-Door Car,Medsize,2011-01-12,1,12
4115,Oregon,0,Premium,Master,Employed,1,Rural,Married,Corporate Auto,3,1,Agent,Four-Door Car,Medsize,2011-02-18,2,18
4116,Nevada,1,Basic,College,Employed,0,Urban,Single,Personal Auto,3,2,Agent,Four-Door Car,Medsize,2011-02-20,2,20
4117,California,0,Basic,Bachelor,Unemployed,0,Suburban,Divorced,Corporate Auto,1,3,Agent,Four-Door Car,Large,2011-01-02,1,2
4118,Nevada,0,Basic,Bachelor,other,1,Suburban,Married,Personal Auto,3,3,Call Center,Four-Door Car,Small,2011-01-07,1,7
4119,Oregon,0,Basic,Bachelor,Unemployed,1,Rural,Divorced,Corporate Auto,2,1,Web,Four-Door Car,Medsize,2011-01-17,1,17
4120,California,0,Basic,Bachelor,Employed,1,Suburban,Married,Corporate Auto,2,4,Branch,Two-Door Car,Medsize,2011-01-25,1,25
4121,Washington,0,Basic,College,other,0,Suburban,Divorced,Personal Auto,3,1,Agent,Four-Door Car,Medsize,2011-02-16,2,16
4122,Washington,1,Basic,Bachelor,Employed,1,Urban,Married,Corporate Auto,2,1,Branch,SUV,Medsize,2011-01-07,1,7
4123,Washington,0,Basic,College,Unemployed,1,Suburban,Divorced,Corporate Auto,3,1,Branch,Two-Door Car,Small,2011-02-14,2,14
4124,Oregon,0,Extended,Bachelor,Employed,0,Urban,Married,Corporate Auto,3,2,Web,SUV,Medsize,2011-02-23,2,23
4125,Oregon,0,Basic,High School or Below,Unemployed,1,Suburban,Single,Personal Auto,2,4,Agent,Two-Door Car,Medsize,2011-01-07,1,7
4126,Arizona,0,Extended,College,Unemployed,1,Suburban,Married,Personal Auto,3,1,Web,Luxury,Large,2011-01-01,1,1
4127,Oregon,0,Basic,Bachelor,Unemployed,0,Suburban,Married,Personal Auto,3,1,Agent,Four-Door Car,Medsize,2011-02-04,2,4
4128,California,0,Extended,Bachelor,Unemployed,1,Suburban,Single,Corporate Auto,3,1,Agent,Four-Door Car,Medsize,2011-02-04,2,4
4129,California,0,Basic,Bachelor,Employed,0,Urban,Single,Corporate Auto,2,1,Branch,Four-Door Car,Medsize,2011-01-31,1,31
4130,Arizona,1,Extended,College,Employed,1,Suburban,Married,Special Auto,2,2,Agent,Four-Door Car,Medsize,2011-01-09,1,9
4131,Oregon,0,Basic,Bachelor,Employed,1,Suburban,Married,Personal Auto,3,1,Agent,Two-Door Car,Small,2011-01-15,1,15
4132,Arizona,0,Premium,College,Unemployed,1,Suburban,Married,Personal Auto,3,1,Branch,SUV,Medsize,2011-01-06,1,6
4133,Arizona,0,Basic,High School or Below,Unemployed,1,Suburban,Single,Special Auto,1,1,Web,Sports Car,Medsize,2011-02-26,2,26
4134,Oregon,1,Basic,Bachelor,other,0,Suburban,Divorced,Personal Auto,1,1,Branch,SUV,Medsize,2011-02-05,2,5
4135,Oregon,1,Basic,Bachelor,other,1,Suburban,Single,Personal Auto,3,1,Branch,Four-Door Car,Medsize,2011-01-29,1,29
4136,Washington,0,Basic,Doctor,Employed,0,Rural,Divorced,Personal Auto,1,2,Agent,Two-Door Car,Large,2011-01-25,1,25
4137,Oregon,0,Basic,High School or Below,Unemployed,0,Suburban,Single,Personal Auto,2,1,Agent,Two-Door Car,Medsize,2011-02-08,2,8
4138,Arizona,0,Basic,College,other,1,Suburban,Married,Special Auto,2,4,Branch,Two-Door Car,Large,2011-01-11,1,11
4139,Nevada,0,Premium,Bachelor,Employed,0,Suburban,Single,Personal Auto,2,4,Call Center,Four-Door Car,Medsize,2011-02-25,2,25
4140,California,0,Basic,Bachelor,Employed,0,Rural,Married,Personal Auto,2,4,Branch,Four-Door Car,Medsize,2011-01-23,1,23
4141,Oregon,0,Extended,High School or Below,Unemployed,0,Suburban,Single,Personal Auto,3,1,Web,SUV,Medsize,2011-01-05,1,5
4142,Oregon,1,Extended,College,Employed,1,Suburban,Married,Personal Auto,3,2,Agent,Four-Door Car,Medsize,2011-01-09,1,9
4143,Nevada,0,Basic,Master,Employed,0,Rural,Single,Corporate Auto,1,1,Call Center,Four-Door Car,Medsize,2011-02-07,2,7
4144,Oregon,1,Basic,College,Employed,0,Suburban,Single,Corporate Auto,2,2,Call Center,Four-Door Car,Small,2011-02-15,2,15
4145,Oregon,0,Basic,College,Employed,1,Urban,Married,Personal Auto,2,1,Call Center,Four-Door Car,Medsize,2011-01-20,1,20
4146,Nevada,0,Basic,College,Employed,0,Suburban,Married,Personal Auto,3,1,Call Center,SUV,Small,2011-01-24,1,24
4147,Oregon,0,Basic,Bachelor,Unemployed,0,Suburban,Married,Personal Auto,3,2,Branch,Two-Door Car,Large,2011-02-16,2,16
4148,California,0,Basic,Bachelor,Employed,1,Urban,Single,Personal Auto,3,1,Agent,Four-Door Car,Medsize,2011-01-13,1,13
4149,Oregon,0,Basic,Bachelor,Unemployed,0,Suburban,Married,Special Auto,3,4,Call Center,Four-Door Car,Large,2011-02-22,2,22
4150,Nevada,0,Extended,College,Employed,1,Rural,Single,Personal Auto,3,4,Web,Four-Door Car,Medsize,2011-02-18,2,18
4151,Arizona,1,Premium,Bachelor,other,1,Suburban,Divorced,Personal Auto,2,1,Agent,Four-Door Car,Medsize,2011-02-16,2,16
4152,Oregon,0,Extended,High School or Below,Unemployed,0,Suburban,Married,Corporate Auto,2,1,Agent,Two-Door Car,Small,2011-01-21,1,21
4153,Washington,0,Extended,College,Employed,1,Rural,Single,Personal Auto,2,1,Branch,SUV,Medsize,2011-01-20,1,20
4154,Nevada,0,Basic,Bachelor,Employed,1,Urban,Single,Personal Auto,3,4,Agent,Four-Door Car,Medsize,2011-01-21,1,21
4155,Nevada,1,Extended,College,Unemployed,1,Suburban,Divorced,Corporate Auto,3,2,Agent,Four-Door Car,Medsize,2011-02-19,2,19
4156,Arizona,0,Basic,Master,Employed,1,Rural,Married,Personal Auto,3,3,Agent,SUV,Medsize,2011-01-28,1,28
4157,Arizona,1,Extended,High School or Below,other,1,Suburban,Divorced,Personal Auto,1,1,Agent,Four-Door Car,Large,2011-02-19,2,19
4158,Oregon,0,Basic,Bachelor,Employed,0,Rural,Single,Corporate Auto,2,1,Call Center,Two-Door Car,Medsize,2011-01-24,1,24
4159,California,0,Extended,College,Unemployed,0,Suburban,Single,Personal Auto,2,1,Branch,Four-Door Car,Small,2011-01-30,1,30
4160,Nevada,0,Basic,High School or Below,Employed,1,Suburban,Divorced,Personal Auto,2,2,Call Center,Two-Door Car,Medsize,2011-01-30,1,30
4161,Oregon,1,Basic,Bachelor,Employed,1,Urban,Married,Personal Auto,3,2,Branch,SUV,Medsize,2011-01-14,1,14
4162,Nevada,0,Basic,College,Employed,0,Suburban,Divorced,Personal Auto,1,1,Web,Two-Door Car,Small,2011-02-08,2,8
4163,Arizona,0,Extended,High School or Below,Employed,0,Urban,Divorced,Personal Auto,3,2,Web,Two-Door Car,Medsize,2011-02-24,2,24
4164,Oregon,1,Extended,College,Employed,1,Rural,Married,Personal Auto,2,2,Call Center,Two-Door Car,Small,2011-01-28,1,28
4165,Washington,0,Extended,Master,other,0,Suburban,Single,Personal Auto,1,4,Agent,Luxury,Small,2011-01-11,1,11
4166,Arizona,1,Extended,High School or Below,Unemployed,0,Suburban,Married,Corporate Auto,3,1,Agent,SUV,Medsize,2011-01-31,1,31
4167,Nevada,0,Basic,Master,Employed,0,Rural,Married,Personal Auto,3,3,Call Center,Four-Door Car,Medsize,2011-01-11,1,11
4168,Arizona,1,Basic,Bachelor,Employed,0,Suburban,Married,Personal Auto,3,2,Agent,Two-Door Car,Medsize,2011-01-03,1,3
4169,Oregon,0,Basic,Doctor,Unemployed,0,Urban,Married,Corporate Auto,3,4,Agent,Two-Door Car,Medsize,2011-01-28,1,28
4170,California,0,Basic,High School or Below,Employed,1,Urban,Married,Personal Auto,3,1,Branch,Four-Door Car,Medsize,2011-01-18,1,18
4171,Arizona,0,Extended,College,Employed,1,Suburban,Married,Personal Auto,3,1,Web,Two-Door Car,Large,2011-01-29,1,29
4172,Oregon,0,Basic,College,other,1,Suburban,Married,Personal Auto,1,2,Branch,Four-Door Car,Medsize,2011-02-10,2,10
4173,Washington,0,Basic,College,Employed,1,Rural,Divorced,Special Auto,2,2,Agent,Four-Door Car,Medsize,2011-02-05,2,5
4174,Oregon,0,Basic,Bachelor,Unemployed,0,Suburban,Single,Personal Auto,2,4,Web,Four-Door Car,Small,2011-01-08,1,8
4175,California,0,Basic,Bachelor,Employed,1,Suburban,Married,Personal Auto,1,1,Web,Four-Door Car,Small,2011-01-27,1,27
4176,Oregon,0,Extended,College,Unemployed,0,Suburban,Single,Personal Auto,1,1,Agent,SUV,Medsize,2011-02-19,2,19
4177,Arizona,0,Basic,College,Unemployed,0,Suburban,Single,Corporate Auto,1,1,Agent,Two-Door Car,Medsize,2011-01-22,1,22
4178,California,0,Basic,College,Employed,0,Suburban,Married,Personal Auto,2,2,Web,SUV,Medsize,2011-02-18,2,18
4179,Oregon,0,Extended,Bachelor,Employed,1,Rural,Single,Special Auto,3,2,Call Center,Four-Door Car,Medsize,2011-01-21,1,21
4180,Oregon,0,Basic,College,Employed,1,Rural,Married,Personal Auto,2,4,Branch,Four-Door Car,Small,2011-02-18,2,18
4181,California,0,Basic,College,Unemployed,1,Rural,Married,Personal Auto,3,1,Agent,Four-Door Car,Medsize,2011-01-06,1,6
4182,California,1,Basic,Bachelor,Employed,1,Suburban,Married,Personal Auto,1,2,Call Center,Four-Door Car,Small,2011-01-12,1,12
4183,Arizona,1,Basic,High School or Below,other,1,Suburban,Divorced,Personal Auto,2,1,Agent,Four-Door Car,Medsize,2011-02-12,2,12
4184,Arizona,0,Basic,High School or Below,Employed,0,Suburban,Married,Personal Auto,2,3,Branch,SUV,Medsize,2011-01-06,1,6
4185,California,1,Extended,College,other,1,Suburban,Divorced,Personal Auto,3,1,Branch,Four-Door Car,Medsize,2011-02-16,2,16
4186,Nevada,1,Extended,High School or Below,Employed,0,Suburban,Married,Corporate Auto,2,2,Call Center,Two-Door Car,Large,2011-01-07,1,7
4187,Oregon,1,Extended,College,other,0,Suburban,Single,Personal Auto,3,1,Agent,Four-Door Car,Medsize,2011-02-23,2,23
4188,Oregon,1,Basic,Master,other,1,Urban,Married,Personal Auto,2,1,Agent,Two-Door Car,Medsize,2011-01-20,1,20
4189,California,0,Basic,High School or Below,Unemployed,0,Suburban,Married,Personal Auto,3,3,Agent,SUV,Medsize,2011-02-07,2,7
4190,Arizona,0,Extended,Bachelor,Employed,1,Rural,Married,Personal Auto,3,4,Agent,Luxury,Medsize,2011-01-13,1,13
4191,California,0,Basic,High School or Below,Employed,0,Suburban,Married,Personal Auto,1,2,Branch,Four-Door Car,Large,2011-02-28,2,28
4192,California,0,Basic,Bachelor,Unemployed,0,Suburban,Divorced,Personal Auto,3,2,Agent,Four-Door Car,Medsize,2011-01-21,1,21
4193,Washington,0,Basic,Bachelor,Employed,0,Suburban,Married,Personal Auto,3,2,Branch,Two-Door Car,Medsize,2011-01-26,1,26
4194,Nevada,1,Basic,College,Unemployed,1,Suburban,Single,Personal Auto,1,1,Agent,Four-Door Car,Large,2011-01-27,1,27
4195,California,0,Premium,High School or Below,other,0,Suburban,Single,Personal Auto,2,1,Agent,Four-Door Car,Small,2011-02-15,2,15
4196,Oregon,1,Basic,Master,other,0,Suburban,Divorced,Personal Auto,1,1,Call Center,Four-Door Car,Small,2011-01-31,1,31
4197,Arizona,0,Basic,Bachelor,Unemployed,0,Suburban,Single,Personal Auto,2,4,Web,Four-Door Car,Medsize,2011-01-19,1,19
4198,Nevada,0,Premium,High School or Below,Employed,1,Urban,Married,Personal Auto,2,2,Branch,Four-Door Car,Small,2011-01-06,1,6
4199,Nevada,0,Basic,Bachelor,Unemployed,1,Suburban,Single,Personal Auto,3,2,Call Center,SUV,Small,2011-01-20,1,20
4200,Oregon,0,Basic,Master,Employed,0,Suburban,Married,Personal Auto,2,4,Call Center,Four-Door Car,Medsize,2011-01-01,1,1
4201,Oregon,1,Basic,High School or Below,Employed,0,Suburban,Married,Personal Auto,3,2,Branch,SUV,Medsize,2011-01-10,1,10
4202,Oregon,0,Basic,Bachelor,Unemployed,0,Suburban,Single,Personal Auto,1,4,Web,SUV,Medsize,2011-01-08,1,8
4203,Oregon,0,Extended,High School or Below,Employed,1,Urban,Married,Personal Auto,1,2,Branch,Four-Door Car,Medsize,2011-01-21,1,21
4204,Washington,0,Basic,Doctor,Employed,1,Rural,Married,Personal Auto,2,2,Agent,Four-Door Car,Medsize,2011-01-04,1,4
4205,Washington,0,Basic,College,Employed,0,Suburban,Married,Personal Auto,3,1,Agent,SUV,Small,2011-02-06,2,6
4206,Oregon,0,Extended,Bachelor,Employed,0,Rural,Divorced,Personal Auto,1,1,Web,Two-Door Car,Medsize,2011-01-17,1,17
4207,Oregon,1,Extended,High School or Below,Employed,0,Suburban,Single,Personal Auto,3,1,Agent,Four-Door Car,Medsize,2011-01-12,1,12
4208,Arizona,0,Basic,Bachelor,Employed,1,Suburban,Married,Personal Auto,1,1,Call Center,SUV,Medsize,2011-02-25,2,25
4209,Arizona,0,Extended,Bachelor,Employed,1,Urban,Single,Personal Auto,1,2,Agent,Two-Door Car,Medsize,2011-02-10,2,10
4210,Arizona,0,Basic,College,Employed,0,Suburban,Married,Personal Auto,2,4,Agent,Four-Door Car,Medsize,2011-01-10,1,10
4211,California,0,Extended,College,Employed,1,Urban,Married,Personal Auto,3,1,Agent,Four-Door Car,Medsize,2011-02-13,2,13
4212,Washington,0,Basic,Bachelor,Employed,1,Urban,Divorced,Personal Auto,3,1,Branch,SUV,Medsize,2011-02-23,2,23
4213,California,0,Extended,Bachelor,other,0,Suburban,Divorced,Personal Auto,3,2,Call Center,Four-Door Car,Medsize,2011-02-26,2,26
4214,Arizona,0,Basic,College,Unemployed,0,Suburban,Single,Personal Auto,2,1,Branch,SUV,Medsize,2011-01-11,1,11
4215,Arizona,0,Basic,Doctor,Employed,0,Suburban,Married,Personal Auto,2,2,Agent,Four-Door Car,Medsize,2011-02-15,2,15
4216,Oregon,0,Extended,College,Employed,0,Rural,Married,Personal Auto,3,4,Web,Four-Door Car,Medsize,2011-01-30,1,30
4217,California,0,Premium,Bachelor,Employed,0,Rural,Married,Personal Auto,2,1,Branch,Four-Door Car,Large,2011-01-27,1,27
4218,California,0,Basic,High School or Below,Employed,1,Suburban,Single,Corporate Auto,3,3,Call Center,Four-Door Car,Large,2011-01-22,1,22
4219,Oregon,0,Basic,College,Employed,1,Suburban,Married,Personal Auto,3,2,Web,Two-Door Car,Small,2011-01-15,1,15
4220,California,0,Premium,Bachelor,Unemployed,0,Suburban,Single,Personal Auto,2,3,Branch,SUV,Medsize,2011-01-17,1,17
4221,Nevada,0,Extended,College,Unemployed,0,Suburban,Single,Personal Auto,2,2,Agent,SUV,Medsize,2011-01-30,1,30
4222,California,0,Extended,Bachelor,other,1,Suburban,Married,Personal Auto,3,1,Branch,Four-Door Car,Medsize,2011-02-10,2,10
4223,Arizona,0,Extended,College,Employed,1,Rural,Divorced,Corporate Auto,3,1,Call Center,Four-Door Car,Medsize,2011-02-16,2,16
4224,Oregon,0,Basic,Bachelor,Employed,1,Suburban,Divorced,Personal Auto,2,3,Agent,Four-Door Car,Small,2011-02-04,2,4
4225,Oregon,0,Basic,College,Employed,1,Rural,Married,Corporate Auto,1,3,Branch,SUV,Medsize,2011-02-17,2,17
4226,California,0,Extended,College,other,1,Suburban,Single,Corporate Auto,3,1,Agent,Four-Door Car,Medsize,2011-02-05,2,5
4227,Oregon,1,Basic,High School or Below,Employed,1,Urban,Single,Special Auto,2,1,Agent,SUV,Small,2011-02-03,2,3
4228,Arizona,1,Basic,Bachelor,other,0,Suburban,Divorced,Personal Auto,3,1,Agent,Four-Door Car,Medsize,2011-01-02,1,2
4229,California,0,Basic,Master,Employed,0,Urban,Single,Personal Auto,2,2,Web,Four-Door Car,Medsize,2011-01-01,1,1
4230,Arizona,0,Basic,Bachelor,Employed,0,Suburban,Married,Personal Auto,1,3,Branch,Four-Door Car,Large,2011-01-20,1,20
4231,Arizona,0,Premium,High School or Below,other,1,Suburban,Divorced,Personal Auto,1,2,Branch,Four-Door Car,Medsize,2011-02-17,2,17
4232,Oregon,0,Basic,College,Employed,0,Suburban,Married,Personal Auto,3,3,Call Center,Four-Door Car,Medsize,2011-02-16,2,16
4233,Nevada,0,Extended,High School or Below,Employed,1,Urban,Married,Personal Auto,2,4,Agent,SUV,Small,2011-01-01,1,1
4234,Arizona,0,Basic,High School or Below,other,1,Suburban,Married,Personal Auto,2,4,Web,Four-Door Car,Medsize,2011-01-17,1,17
4235,California,0,Basic,Bachelor,Employed,0,Urban,Married,Personal Auto,3,1,Agent,Four-Door Car,Medsize,2011-01-27,1,27
4236,Oregon,0,Basic,High School or Below,other,1,Suburban,Single,Corporate Auto,2,1,Agent,Two-Door Car,Small,2011-01-10,1,10
4237,Washington,0,Basic,High School or Below,Unemployed,0,Suburban,Single,Personal Auto,2,1,Agent,Four-Door Car,Medsize,2011-01-01,1,1
4238,Oregon,0,Basic,Master,Employed,0,Urban,Married,Personal Auto,3,1,Agent,Sports Car,Medsize,2011-02-11,2,11
4239,Nevada,0,Extended,College,Employed,0,Urban,Married,Personal Auto,3,1,Branch,Two-Door Car,Medsize,2011-02-24,2,24
4240,Oregon,1,Extended,Bachelor,Employed,1,Suburban,Married,Personal Auto,1,2,Call Center,Two-Door Car,Medsize,2011-02-27,2,27
4241,Arizona,0,Basic,Bachelor,Employed,0,Urban,Single,Personal Auto,1,2,Branch,Four-Door Car,Medsize,2011-01-15,1,15
4242,California,1,Extended,College,Employed,0,Suburban,Married,Personal Auto,3,1,Branch,Four-Door Car,Medsize,2011-02-19,2,19
4243,Arizona,0,Basic,High School or Below,Employed,1,Suburban,Married,Personal Auto,1,2,Branch,Two-Door Car,Small,2011-02-16,2,16
4244,Oregon,0,Basic,High School or Below,Employed,1,Suburban,Married,Personal Auto,3,4,Branch,Four-Door Car,Small,2011-01-28,1,28
4245,Oregon,0,Basic,Bachelor,Unemployed,1,Suburban,Single,Personal Auto,2,3,Web,Four-Door Car,Medsize,2011-01-10,1,10
4246,Nevada,0,Basic,Bachelor,Employed,0,Urban,Divorced,Personal Auto,3,1,Branch,SUV,Medsize,2011-02-18,2,18
4247,Arizona,0,Basic,Bachelor,Employed,1,Rural,Divorced,Personal Auto,2,1,Agent,Two-Door Car,Medsize,2011-02-07,2,7
4248,Nevada,0,Basic,High School or Below,Employed,0,Rural,Married,Personal Auto,2,1,Agent,Sports Car,Medsize,2011-02-18,2,18
4249,California,0,Premium,Bachelor,Employed,0,Rural,Single,Personal Auto,2,1,Agent,Four-Door Car,Large,2011-01-12,1,12
4250,Oregon,0,Basic,College,Unemployed,1,Suburban,Single,Special Auto,2,1,Agent,SUV,Medsize,2011-02-26,2,26
4251,California,0,Basic,Bachelor,Employed,1,Urban,Married,Corporate Auto,1,2,Call Center,Four-Door Car,Medsize,2011-02-27,2,27
4252,Arizona,0,Extended,Master,Employed,1,Rural,Married,Personal Auto,3,1,Branch,SUV,Large,2011-02-19,2,19
4253,Arizona,1,Basic,College,other,0,Suburban,Married,Personal Auto,3,1,Branch,Four-Door Car,Medsize,2011-02-05,2,5
4254,Nevada,0,Basic,High School or Below,Unemployed,0,Suburban,Single,Personal Auto,2,4,Agent,Four-Door Car,Medsize,2011-01-25,1,25
4255,Oregon,0,Extended,College,Employed,0,Suburban,Married,Corporate Auto,3,2,Agent,Four-Door Car,Medsize,2011-02-26,2,26
4256,Nevada,0,Basic,Bachelor,Unemployed,0,Suburban,Single,Personal Auto,1,1,Agent,Four-Door Car,Medsize,2011-02-10,2,10
4257,California,0,Basic,College,Unemployed,0,Suburban,Single,Personal Auto,1,1,Call Center,Four-Door Car,Medsize,2011-01-14,1,14
4258,Oregon,1,Basic,Bachelor,Unemployed,0,Suburban,Married,Personal Auto,2,2,Agent,Two-Door Car,Medsize,2011-01-03,1,3
4259,Nevada,0,Basic,College,Employed,0,Rural,Divorced,Personal Auto,3,1,Branch,Four-Door Car,Medsize,2011-02-19,2,19
4260,Arizona,0,Premium,College,Employed,0,Rural,Married,Personal Auto,2,2,Agent,Four-Door Car,Medsize,2011-02-12,2,12
4261,Nevada,0,Basic,Bachelor,Employed,0,Suburban,Married,Personal Auto,3,4,Branch,Four-Door Car,Medsize,2011-01-30,1,30
4262,Oregon,0,Premium,College,Unemployed,1,Suburban,Married,Personal Auto,2,1,Agent,Four-Door Car,Medsize,2011-02-07,2,7
4263,Oregon,0,Basic,College,other,1,Suburban,Married,Personal Auto,3,1,Branch,Four-Door Car,Medsize,2011-01-14,1,14
4264,Oregon,0,Extended,Doctor,other,1,Suburban,Married,Personal Auto,2,4,Call Center,SUV,Medsize,2011-02-17,2,17
4265,Washington,0,Extended,College,Employed,1,Rural,Married,Personal Auto,3,4,Web,Four-Door Car,Large,2011-02-25,2,25
4266,California,0,Basic,High School or Below,other,1,Suburban,Married,Personal Auto,3,2,Branch,Two-Door Car,Small,2011-02-01,2,1
4267,Washington,0,Basic,Bachelor,Employed,0,Suburban,Divorced,Personal Auto,3,1,Call Center,Two-Door Car,Small,2011-01-12,1,12
4268,California,1,Extended,College,Employed,1,Rural,Married,Personal Auto,3,2,Call Center,Two-Door Car,Small,2011-01-28,1,28
4269,California,0,Extended,High School or Below,Employed,0,Suburban,Married,Personal Auto,3,4,Call Center,Two-Door Car,Medsize,2011-01-16,1,16
4270,Oregon,0,Basic,College,Employed,0,Suburban,Married,Corporate Auto,2,1,Branch,Two-Door Car,Small,2011-02-20,2,20
4271,Oregon,0,Premium,High School or Below,Employed,0,Suburban,Married,Corporate Auto,3,2,Call Center,Two-Door Car,Large,2011-02-27,2,27
4272,California,0,Extended,High School or Below,Unemployed,0,Suburban,Single,Personal Auto,2,1,Call Center,SUV,Medsize,2011-01-18,1,18
